State,year,Annual Average Pay,County,dispensaries_cnt,Unemployment Rate,Latitude,Longitude,deaths,Population,multiple_cod,opioid_related
OH,2011,51948,Hamilton County,1,8.9,39.196927,-84.544187,10,800362,"Mental and behavioural disorders due to use of opioids, harmful use",TRUE
OR,2011,48688,Multnomah County,7,8.3,45.547693,-122.417173,19,748031,"Mental and behavioural disorders due to use of opioids, harmful use",TRUE
MI,2011,45060,Ingham County,,8.8,42.603534,-84.373811,11,281613,Heroin,TRUE
AZ,2011,46951,Maricopa County,32,8.6,33.346541,-112.495534,25,3880244,"Mental and behavioural disorders due to use of opioids, unspecified mental and behavioural disorder",TRUE
CA,2011,54420,Los Angeles County,38,12.2,34.196398,-118.261862,54,9889056,"Mental and behavioural disorders due to use of opioids, unspecified mental and behavioural disorder",TRUE
CA,2011,52494,San Diego County,11,10.3,33.023604,-116.776117,33,3140069,"Mental and behavioural disorders due to use of opioids, unspecified mental and behavioural disorder",TRUE
CA,2011,49354,Ventura County,3,10.2,34.358741,-119.133143,13,831771,"Mental and behavioural disorders due to use of opioids, unspecified mental and behavioural disorder",TRUE
CT,2011,59690,Hartford County,2,9.2,41.806053,-72.732916,10,894705,"Mental and behavioural disorders due to use of opioids, unspecified mental and behavioural disorder",TRUE
CT,2011,50474,New Haven County,,9.7,41.349717,-72.900204,22,861113,"Mental and behavioural disorders due to use of opioids, unspecified mental and behavioural disorder",TRUE
DE,2011,57344,New Castle County,3,7.3,39.575915,-75.644132,32,541971,"Mental and behavioural disorders due to use of opioids, unspecified mental and behavioural disorder",TRUE
FL,2011,35028,Citrus County,,12.5,28.84364,-82.52481,22,140031,"Mental and behavioural disorders due to use of opioids, unspecified mental and behavioural disorder",TRUE
FL,2011,31149,Hernando County,,12.5,28.573043,-82.466227,27,173094,"Mental and behavioural disorders due to use of opioids, unspecified mental and behavioural disorder",TRUE
FL,2011,32373,Lake County,,10.6,28.764113,-81.712282,23,301019,"Mental and behavioural disorders due to use of opioids, unspecified mental and behavioural disorder",TRUE
FL,2011,33475,Marion County,,12.3,29.202805,-82.0431,24,332529,"Mental and behavioural disorders due to use of opioids, unspecified mental and behavioural disorder",TRUE
FL,2011,46438,Miami-Dade County,1,9.4,25.61058,-80.499137,10,2554766,"Mental and behavioural disorders due to use of opioids, unspecified mental and behavioural disorder",TRUE
FL,2011,46322,Palm Beach County,3,10,26.649124,-80.448374,33,1335187,"Mental and behavioural disorders due to use of opioids, unspecified mental and behavioural disorder",TRUE
FL,2011,33342,Pasco County,,10.8,28.307465,-82.464584,25,466457,"Mental and behavioural disorders due to use of opioids, unspecified mental and behavioural disorder",TRUE
FL,2011,42370,Pinellas County,4,9.7,27.903122,-82.739518,33,917398,"Mental and behavioural disorders due to use of opioids, unspecified mental and behavioural disorder",TRUE
GA,2011,64430,Fulton County,,10.2,33.790034,-84.468182,14,949599,"Mental and behavioural disorders due to use of opioids, unspecified mental and behavioural disorder",TRUE
IL,2011,56471,Cook County,6,10.5,41.894294,-87.645455,39,5217080,"Mental and behavioural disorders due to use of opioids, unspecified mental and behavioural disorder",TRUE
IL,2011,39427,Madison County,,8.9,38.827082,-89.900195,10,268459,"Mental and behavioural disorders due to use of opioids, unspecified mental and behavioural disorder",TRUE
MI,2011,52805,Wayne County,2,12.9,42.284664,-83.261953,48,1802096,"Mental and behavioural disorders due to use of opioids, unspecified mental and behavioural disorder",TRUE
MN,2011,53668,Ramsey County,,6.6,45.01525,-93.100141,10,514696,"Mental and behavioural disorders due to use of opioids, unspecified mental and behavioural disorder",TRUE
MO,2011,32238,Jefferson County,,8.8,38.257599,-90.543542,20,219480,"Mental and behavioural disorders due to use of opioids, unspecified mental and behavioural disorder",TRUE
MI,2011,42214,Kent County,2,8.2,43.032497,-85.547446,13,608453,Heroin,TRUE
MO,2011,38066,St. Charles County,,6.9,38.781102,-90.674915,22,365151,"Mental and behavioural disorders due to use of opioids, unspecified mental and behavioural disorder",TRUE
MO,2011,50390,St. Louis County,,7.8,38.640702,-90.445954,72,998692,"Mental and behavioural disorders due to use of opioids, unspecified mental and behavioural disorder",TRUE
MO,2011,,St. Louis city,,10.3,38.635699,-90.244582,62,318069,"Mental and behavioural disorders due to use of opioids, unspecified mental and behavioural disorder",TRUE
NJ,2011,49434,Monmouth County,,8.6,40.287048,-74.152446,12,631020,"Mental and behavioural disorders due to use of opioids, unspecified mental and behavioural disorder",TRUE
NY,2011,41814,Erie County,1,8,42.752759,-78.778192,27,918028,"Mental and behavioural disorders due to use of opioids, unspecified mental and behavioural disorder",TRUE
OH,2011,43069,Summit County,1,9.1,41.121851,-81.534936,11,539832,"Mental and behavioural disorders due to use of opioids, unspecified mental and behavioural disorder",TRUE
OH,2011,38505,Trumbull County,,10.7,41.305911,-80.768701,18,209264,"Mental and behavioural disorders due to use of opioids, unspecified mental and behavioural disorder",TRUE
OR,2011,36781,Lane County,2,9.7,43.928329,-122.89769,11,353416,"Mental and behavioural disorders due to use of opioids, unspecified mental and behavioural disorder",TRUE
OR,2011,48688,Multnomah County,7,8.3,45.547693,-122.417173,51,748031,"Mental and behavioural disorders due to use of opioids, unspecified mental and behavioural disorder",TRUE
NM,2011,41928,Bernalillo County,,7.2,35.054002,-106.669064,27,670968,Heroin,TRUE
OR,2011,56608,Washington County,1,7.7,45.553542,-123.097615,12,540410,"Mental and behavioural disorders due to use of opioids, unspecified mental and behavioural disorder",TRUE
FL,2011,42058,Orange County,,9.8,28.514435,-81.323295,14,1169107,Heroin,TRUE
SC,2011,41261,Greenville County,,8.6,34.892645,-82.372077,17,461299,"Mental and behavioural disorders due to use of opioids, unspecified mental and behavioural disorder",TRUE
UT,2011,44973,Salt Lake County,,6.6,40.667883,-111.92424,16,1048985,"Mental and behavioural disorders due to use of opioids, unspecified mental and behavioural disorder",TRUE
VA,2011,48846,Henrico County,,6.7,37.43752,-77.300333,15,310445,"Mental and behavioural disorders due to use of opioids, unspecified mental and behavioural disorder",TRUE
VA,2011,,Richmond city,,8.5,37.531399,-77.476009,15,205533,"Mental and behavioural disorders due to use of opioids, unspecified mental and behavioural disorder",TRUE
WA,2011,39930,Spokane County,,9.7,47.620375,-117.403371,20,473761,"Mental and behavioural disorders due to use of opioids, unspecified mental and behavioural disorder",TRUE
WI,2011,47688,Milwaukee County,,9.3,43.017669,-87.481489,16,952532,"Mental and behavioural disorders due to use of opioids, unspecified mental and behavioural disorder",TRUE
WI,2011,46927,Waukesha County,,6.5,43.019308,-88.306707,23,390730,"Mental and behavioural disorders due to use of opioids, unspecified mental and behavioural disorder",TRUE
AL,2011,47949,Jefferson County,,9.3,33.553444,-86.896536,49,658931,"Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances, harmful use",FALSE
AL,2011,41998,Mobile County,,10.8,30.684572,-88.196568,11,412577,"Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances, harmful use",FALSE
AZ,2011,46951,Maricopa County,32,8.6,33.346541,-112.495534,92,3880244,"Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances, harmful use",FALSE
MD,2011,51239,Anne Arundel County,2,6.3,38.993579,-76.56048,14,544403,Heroin,TRUE
AZ,2011,33088,Mohave County,1,12.3,35.717705,-113.749689,31,202351,"Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances, harmful use",FALSE
CA,2011,35887,Butte County,1,13.7,39.665959,-121.601919,18,220266,"Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances, harmful use",FALSE
CA,2011,59146,Contra Costa County,4,10.3,37.919479,-121.951543,41,1066096,"Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances, harmful use",FALSE
CA,2011,54420,Los Angeles County,38,12.2,34.196398,-118.261862,16,9889056,"Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances, harmful use",FALSE
CA,2011,53949,Orange County,20,9.1,33.675687,-117.777207,33,3055745,"Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances, harmful use",FALSE
CA,2011,39055,Riverside County,14,13.2,33.729828,-116.002239,12,2239620,"Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances, harmful use",FALSE
CA,2011,53123,Sacramento County,5,12.1,38.450011,-121.340441,10,1436105,"Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances, harmful use",FALSE
NM,2011,40449,Santa Fe County,,6.2,35.514324,-105.965771,12,145648,Heroin,TRUE
CA,2011,40654,San Bernardino County,9,12.9,34.85722,-116.181197,103,2065377,"Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances, harmful use",FALSE
CA,2011,52494,San Diego County,11,10.3,33.023604,-116.776117,21,3140069,"Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances, harmful use",FALSE
CA,2011,80675,San Francisco County,8,,37.727239,-123.032229,44,812826,"Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances, harmful use",FALSE
CA,2011,45210,Santa Barbara County,3,9.4,34.537057,-120.039973,14,426878,"Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances, harmful use",FALSE
CO,2011,43464,Adams County,,9.9,39.874325,-104.331872,14,451443,"Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances, harmful use",FALSE
CT,2011,50474,New Haven County,,9.7,41.349717,-72.900204,11,861113,"Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances, harmful use",FALSE
DC,2011,,District of Columbia,1,10.2,38.904103,-77.017229,33,617996,"Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances, harmful use",FALSE
FL,2011,44469,Broward County,3,9.4,26.193535,-80.476683,37,1780172,"Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances, harmful use",FALSE
FL,2011,32830,Charlotte County,,11.3,26.868933,-81.941077,22,160511,"Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances, harmful use",FALSE
FL,2011,45556,Duval County,1,10.3,30.335245,-81.648113,20,870709,"Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances, harmful use",FALSE
FL,2011,37808,Escambia County,,9.7,30.611638,-87.3389,24,299114,"Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances, harmful use",FALSE
FL,2011,46078,Hillsborough County,1,9.6,27.906607,-82.349719,190,1267775,"Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances, harmful use",FALSE
FL,2011,38192,Lee County,2,10.9,26.559035,-81.891994,49,631330,"Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances, harmful use",FALSE
FL,2011,36948,Manatee County,,10,27.481682,-82.368767,24,327142,"Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances, harmful use",FALSE
FL,2011,46438,Miami-Dade County,1,9.4,25.61058,-80.499137,24,2554766,"Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances, harmful use",FALSE
FL,2011,38881,Okaloosa County,,7.8,30.665851,-86.594187,14,183482,"Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances, harmful use",FALSE
FL,2011,42058,Orange County,,9.8,28.514435,-81.323295,27,1169107,"Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances, harmful use",FALSE
FL,2011,46322,Palm Beach County,3,10,26.649124,-80.448374,32,1335187,"Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances, harmful use",FALSE
FL,2011,33342,Pasco County,,10.8,28.307465,-82.464584,12,466457,"Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances, harmful use",FALSE
NY,2011,45284,Bronx County,1,11.9,40.848711,-73.852939,37,1392002,Heroin,TRUE
FL,2011,36189,Polk County,,11.3,27.953115,-81.692783,22,609492,"Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances, harmful use",FALSE
